Question,Logical Formula,Sparql Query
201. What is the smallest city by area in Germany ?,(fb:phrase.prop.largestCity (fb:phrase.prop.part fb:phrase.Seeland_Germany)),"SELECT DISTINCT ?x2 WHERE { ?x1 dbo:part dbr:Seeland,_Germany . ?x2 dbo:largestCity ?x1 }"
201. What is the smallest city by area in Germany ?,(fb:phrase.prop.largestCity (fb:phrase.prop.part fb:phrase.Germany_Kent)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:part dbr:Germany_Kent . ?x2 dbo:largestCity ?x1 }
202. Who is the oldest child of Meryl Streep ?,((reverse fb:phrase.prop.child) fb:phrase.Meryl_Streep),SELECT DISTINCT ?x1 WHERE { dbr:Meryl_Streep dbo:child ?x1 }
202. Who is the oldest child of Meryl Streep ?,((reverse fb:phrase.prop.child) fb:phrase.Meryl_Streep_in_the_2000s),SELECT DISTINCT ?x1 WHERE { dbr:Meryl_Streep_in_the_2000s dbo:child ?x1 }
202. Who is the oldest child of Meryl Streep ?,((reverse fb:phrase.prop.child) fb:phrase.Meryl_L_Streep),SELECT DISTINCT ?x1 WHERE { dbr:Meryl_L._Streep dbo:child ?x1 }
203. Where did Abraham Lincoln die ?,((reverse fb:phrase.prop.deathCause) fb:phrase.Abraham_Lincoln),SELECT DISTINCT ?x1 WHERE { dbr:Abraham_Lincoln dbo:deathCause ?x1 }
203. Where did Abraham Lincoln die ?,((reverse fb:phrase.prop.flag) fb:phrase.Abraham_Lincoln),SELECT DISTINCT ?x1 WHERE { dbr:Abraham_Lincoln dbo:flag ?x1 }
203. Where did Abraham Lincoln die ?,((reverse fb:phrase.prop.voice) fb:phrase.Abraham_Lincoln),SELECT DISTINCT ?x1 WHERE { dbr:Abraham_Lincoln dbo:voice ?x1 }
204. How many companies were founded by the founder of Facebook ?,(count (fb:phrase.prop.party (fb:phrase.prop.foundedBy ((reverse fb:phrase.prop.founder) fb:phrase.Facebook)))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Facebook dbo:founder ?x3 . ?x4 dbo:foundedBy ?x3 . ?x2 dbo:party ?x4 }
204. How many companies were founded by the founder of Facebook ?,(count (fb:phrase.prop.party (fb:phrase.prop.foundedBy ((reverse fb:phrase.prop.founder) fb:phrase.Facebook_Paper)))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Facebook_Paper dbo:founder ?x3 . ?x4 dbo:foundedBy ?x3 . ?x2 dbo:party ?x4 }
204. How many companies were founded by the founder of Facebook ?,(count (fb:phrase.prop.party (fb:phrase.prop.foundedBy ((reverse fb:phrase.prop.founder) fb:phrase.Censorship_of_Facebook)))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Censorship_of_Facebook dbo:founder ?x3 . ?x4 dbo:foundedBy ?x3 . ?x2 dbo:party ?x4 }
205. When did princess Diana die ?,((reverse fb:phrase.prop.deathCause) fb:phrase.Wonder_Woman),SELECT DISTINCT ?x1 WHERE { dbr:Wonder_Woman dbo:deathCause ?x1 }
205. When did princess Diana die ?,((reverse fb:phrase.prop.flag) fb:phrase.Wonder_Woman),SELECT DISTINCT ?x1 WHERE { dbr:Wonder_Woman dbo:flag ?x1 }
205. When did princess Diana die ?,((reverse fb:phrase.prop.voice) fb:phrase.Wonder_Woman),SELECT DISTINCT ?x1 WHERE { dbr:Wonder_Woman dbo:voice ?x1 }
206. Which beer originated in Ireland ?,(fb:phrase.prop.fat (fb:phrase.prop.origin fb:phrase.Ireland)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:origin dbr:Ireland . ?x2 dbo:fat ?x1 }
206. Which beer originated in Ireland ?,(fb:phrase.prop.fat (fb:phrase.prop.origin fb:phrase.Turks_in_Ireland)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:origin dbr:Turks_in_Ireland . ?x2 dbo:fat ?x1 }
206. Which beer originated in Ireland ?,(fb:phrase.prop.fat (fb:phrase.prop.origin fb:phrase.TV3_Ireland)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:origin dbr:TV3_(Ireland) . ?x2 dbo:fat ?x1 }
207. Is James Bond married ?,((reverse fb:phrase.prop.spouse) fb:phrase.James_Bond),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond dbo:spouse ?x1 }
207. Is James Bond married ?,((reverse fb:phrase.prop.child) fb:phrase.James_Bond),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond dbo:child ?x1 }
207. Is James Bond married ?,((reverse fb:phrase.prop.spouse) fb:phrase.James_Bond_filmography),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond_filmography dbo:spouse ?x1 }
208. How many airlines are members of the Star Alliance ?,(count (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.membership) fb:phrase.Star_Alliance))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Star_Alliance dbo:membership ?x3 . ?x2 dbo:suborbitalFlights ?x3 }
208. How many airlines are members of the Star Alliance ?,(count (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.membership) fb:phrase.Star))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Star dbo:membership ?x3 . ?x2 dbo:suborbitalFlights ?x3 }
208. How many airlines are members of the Star Alliance ?,(count (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.membership) fb:phrase.Alliance))),SELECT DISTINCT (count(DISTINCT ?x2) AS ?x1) WHERE { dbr:Alliance dbo:membership ?x3 . ?x2 dbo:suborbitalFlights ?x3 }
209. When did Latvia join the EU ?,(and fb:phrase.Latvia (and fb:phrase.Join fb:phrase.Eus)),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Latvia = dbr:Join) . FILTER (dbr:Latvia = dbr:Eus) . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
209. When did Latvia join the EU ?,(and fb:phrase.Latvia (and fb:phrase.Join fb:phrase.Eu)),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Latvia = dbr:Join) . FILTER (dbr:Latvia = dbr:Eus) . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
209. When did Latvia join the EU ?,(and fb:phrase.Latvia (and fb:phrase.Join fb:phrase.EUS)),SELECT DISTINCT ?x1 ?x1name WHERE { FILTER (dbr:Latvia = dbr:Join) . FILTER (dbr:Latvia = dbr:EUS) . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
210. Is the wife of President Obama called Michelle ?,((reverse fb:phrase.prop.spouse) (and fb:phrase.Presidency_of_Barack_Obama (fb:phrase.prop.knownFor fb:phrase.Michel_Besnier))),SELECT DISTINCT ?x1 WHERE { dbr:Presidency_of_Barack_Obama dbo:knownFor dbr:Michel_Besnier . dbr:Presidency_of_Barack_Obama dbo:spouse ?x1 }
210. Is the wife of President Obama called Michelle ?,((reverse fb:phrase.prop.spouse) (and fb:phrase.Presidency_of_Barack_Obama (fb:phrase.prop.knownFor fb:phrase.Michele_Greco))),SELECT DISTINCT ?x1 WHERE { dbr:Presidency_of_Barack_Obama dbo:knownFor dbr:Michele_Greco . dbr:Presidency_of_Barack_Obama dbo:spouse ?x1 }
210. Is the wife of President Obama called Michelle ?,((reverse fb:phrase.prop.spouse) (and fb:phrase.Presidency_of_Barack_Obama (fb:phrase.prop.knownFor fb:phrase.Michelle_Marsh))),SELECT DISTINCT ?x1 WHERE { dbr:Presidency_of_Barack_Obama dbo:knownFor dbr:Michelle_Marsh . dbr:Presidency_of_Barack_Obama dbo:spouse ?x1 }
211. Who created the comic Captain America ?,(fb:phrase.prop.relative fb:phrase.Americas_Best_Comics),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:relative dbr:America's_Best_Comics }
211. Who created the comic Captain America ?,(fb:phrase.prop.relative fb:phrase.Captain_America),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:relative dbr:Captain_America }
211. Who created the comic Captain America ?,(fb:phrase.prop.relative fb:phrase.Captain_Mike_Across_America),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:relative dbr:Captain_Mike_Across_America }
212. When did Michael Jackson die ?,((reverse fb:phrase.prop.deathCause) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:deathCause ?x1 }
212. When did Michael Jackson die ?,((reverse fb:phrase.prop.flag) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:flag ?x1 }
212. When did Michael Jackson die ?,((reverse fb:phrase.prop.voice) fb:phrase.The_Essential_Michael_Jackson),SELECT DISTINCT ?x1 WHERE { dbr:The_Essential_Michael_Jackson dbo:voice ?x1 }
213. Give me all Frisian islands that belong to the Netherlands .,(and fb:phrase.Frisian_Islands (fb:phrase.prop.affiliation fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Frisian_Islands dbo:affiliation dbr:Netherlands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
213. Give me all Frisian islands that belong to the Netherlands .,(and fb:phrase.Frisian_Islands (fb:phrase.prop.affiliation fb:phrase.Walem_Netherlands)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Frisian_Islands dbo:affiliation dbr:Walem,_Netherlands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
213. Give me all Frisian islands that belong to the Netherlands .,(and fb:phrase.Frisian_Islands (fb:phrase.prop.affiliation fb:phrase.Strype_Netherlands)),"SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Frisian_Islands dbo:affiliation dbr:Strype,_Netherlands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }"
214. Give me a list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:Denmark }
214. Give me a list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.1869_in_Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:1869_in_Denmark }
214. Give me a list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.1786_in_Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:1786_in_Denmark }
215. Give the movies which features both  Liz Taylor and Richard Burton ?,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Richard_Burton)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Richard_Burton) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
215. Give the movies which features both  Liz Taylor and Richard Burton ?,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Richard_Burtons_Hamlet)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Richard_Burton's_Hamlet) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
215. Give the movies which features both  Liz Taylor and Richard Burton ?,(fb:phrase.prop.picture (and (fb:phrase.prop.field fb:phrase.Liz_The_Elizabeth_Taylor_Story) fb:phrase.Hilarie_Burton)),SELECT DISTINCT ?x3 WHERE { ?x1 dbo:field dbr:Liz:_The_Elizabeth_Taylor_Story . FILTER (?x1 = dbr:Hilarie_Burton) . ?x1 fb:type.object.type ?x2 . ?x3 dbo:picture ?x1 }
216. Which English actors starred in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Lovesick_Blues))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Lovesick_Blues . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
216. Which English actors starred in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Torasans_Lovesick))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Tora-san's_Lovesick . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
216. Which English actors starred in Lovesick .,(and fb:phrase.English (fb:phrase.prop.artist (fb:phrase.prop.starring fb:phrase.Scrotal_Recall))),SELECT DISTINCT ?x2 ?x2name WHERE { ?x1 dbo:starring dbr:Scrotal_Recall . dbr:English dbo:artist ?x1 . FILTER (?x2 = dbr:English) . ?x2 fb:type.object.type ?x3 . OPTIONAL { ?x2 fb:type.object.name ?x2name } }
217. In which year was Jack Wolfskin founded?,(fb:phrase.prop.year ((reverse fb:phrase.prop.foundedBy) fb:phrase.Jack_Wolfskin)),SELECT DISTINCT ?x2 WHERE { dbr:Jack_Wolfskin dbo:foundedBy ?x1 . ?x2 dbo:year ?x1 }
217. In which year was Jack Wolfskin founded?,(fb:phrase.prop.year ((reverse fb:phrase.prop.established) fb:phrase.Jack_Wolfskin)),SELECT DISTINCT ?x2 WHERE { dbr:Jack_Wolfskin dbo:established ?x1 . ?x2 dbo:year ?x1 }
217. In which year was Jack Wolfskin founded?,(fb:phrase.prop.year ((reverse fb:phrase.prop.foundedBy) fb:phrase.Wolfskin)),SELECT DISTINCT ?x2 WHERE { dbr:Wolfskin dbo:foundedBy ?x1 . ?x2 dbo:year ?x1 }
218. what is the population of Australia capital ?,((reverse fb:phrase.prop.country) fb:phrase.Capitalism),SELECT DISTINCT ?x1 WHERE { dbr:Capitalism dbo:country ?x1 }
218. what is the population of Australia capital ?,((reverse fb:phrase.prop.country) fb:phrase.Clarium_Capital),SELECT DISTINCT ?x1 WHERE { dbr:Clarium_Capital dbo:country ?x1 }
218. what is the population of Australia capital ?,((reverse fb:phrase.prop.country) fb:phrase.Capital_punishment_in_Australia),SELECT DISTINCT ?x1 WHERE { dbr:Capital_punishment_in_Australia dbo:country ?x1 }
219. What is the name of the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Spain),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Spain }
219. What is the name of the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Vilches_Spain),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Vilches,_Spain }"
219. What is the name of the biggest stadium in Spain ?,(fb:phrase.prop.ground fb:phrase.Toledo_Spain),"SELECT DISTINCT ?x1 WHERE { ?x1 dbo:ground dbr:Toledo,_Spain }"
220. In which year did the Boston Tea Party happen?,(fb:phrase.prop.year ((reverse fb:phrase.prop.party) fb:phrase.Tea_Party_Express)),SELECT DISTINCT ?x2 WHERE { dbr:Tea_Party_Express dbo:party ?x1 . ?x2 dbo:year ?x1 }
220. In which year did the Boston Tea Party happen?,(fb:phrase.prop.year ((reverse fb:phrase.prop.result) fb:phrase.Tea_Party_Express)),SELECT DISTINCT ?x2 WHERE { dbr:Tea_Party_Express dbo:result ?x1 . ?x2 dbo:year ?x1 }
220. In which year did the Boston Tea Party happen?,(fb:phrase.prop.year ((reverse fb:phrase.prop.event) fb:phrase.Tea_Party_Express)),SELECT DISTINCT ?x2 WHERE { dbr:Tea_Party_Express dbo:event ?x1 . ?x2 dbo:year ?x1 }
221. Where Sungkyunkwan University is located ?,((reverse fb:phrase.prop.location) fb:phrase.Sungkyunkwan_University),SELECT DISTINCT ?x1 WHERE { dbr:Sungkyunkwan_University dbo:location ?x1 }
221. Where Sungkyunkwan University is located ?,((reverse fb:phrase.prop.locatedInArea) fb:phrase.Sungkyunkwan_University),SELECT DISTINCT ?x1 WHERE { dbr:Sungkyunkwan_University dbo:locatedInArea ?x1 }
221. Where Sungkyunkwan University is located ?,((reverse fb:phrase.prop.part) fb:phrase.Sungkyunkwan_University),SELECT DISTINCT ?x1 WHERE { dbr:Sungkyunkwan_University dbo:part ?x1 }
222. What was the marital status of Sigmund Freud ?,((reverse fb:phrase.prop.status) fb:phrase.Sigmund_Freud),SELECT DISTINCT ?x1 WHERE { dbr:Sigmund_Freud dbo:status ?x1 }
222. What was the marital status of Sigmund Freud ?,((reverse fb:phrase.prop.status) fb:phrase.The_Life_and_Work_of_Sigmund_Freud),SELECT DISTINCT ?x1 WHERE { dbr:The_Life_and_Work_of_Sigmund_Freud dbo:status ?x1 }
222. What was the marital status of Sigmund Freud ?,((reverse fb:phrase.prop.status) fb:phrase.Walter_Freud),SELECT DISTINCT ?x1 WHERE { dbr:Walter_Freud dbo:status ?x1 }
223. What is the form of government in Russia?,((reverse fb:phrase.prop.ground) (fb:phrase.prop.government fb:phrase.Russia)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:government dbr:Russia . ?x1 dbo:ground ?x2 }
223. What is the form of government in Russia?,((reverse fb:phrase.prop.ground) (fb:phrase.prop.government fb:phrase.Armenians_in_Russia)),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:government dbr:Armenians_in_Russia . ?x1 dbo:ground ?x2 }
223. What is the form of government in Russia?,((reverse fb:phrase.prop.ground) (fb:phrase.prop.government fb:phrase.Tosu_Russia)),"SELECT DISTINCT ?x2 WHERE { ?x1 dbo:government dbr:Tosu,_Russia . ?x1 dbo:ground ?x2 }"
224. Where is the location of Fort Knox ?,((reverse fb:phrase.prop.location) fb:phrase.Fort_Knox),SELECT DISTINCT ?x1 WHERE { dbr:Fort_Knox dbo:location ?x1 }
224. Where is the location of Fort Knox ?,((reverse fb:phrase.prop.location) fb:phrase.Fort_Knox_Maine),SELECT DISTINCT ?x1 WHERE { dbr:Fort_Knox_(Maine) dbo:location ?x1 }
224. Where is the location of Fort Knox ?,((reverse fb:phrase.prop.location) fb:phrase.Fort_Knox_Five),SELECT DISTINCT ?x1 WHERE { dbr:Fort_Knox_Five dbo:location ?x1 }
225. Give me all actors whose birthplace is Paris and are born post 1950 .,(fb:phrase.prop.artist (and (fb:phrase.prop.country fb:phrase.This_Was_Paris) (fb:phrase.prop.birthPlace fb:phrase.1950s))),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:country dbr:This_Was_Paris . ?x1 dbo:birthPlace dbr:1950s . ?x2 dbo:artist ?x1 }
225. Give me all actors whose birthplace is Paris and are born post 1950 .,(fb:phrase.prop.artist (and (fb:phrase.prop.country fb:phrase.This_Was_Paris) (fb:phrase.prop.birthPlace fb:phrase.List_of_post1950_jazz_standards))),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:country dbr:This_Was_Paris . ?x1 dbo:birthPlace dbr:List_of_post-1950_jazz_standards . ?x2 dbo:artist ?x1 }
225. Give me all actors whose birthplace is Paris and are born post 1950 .,(fb:phrase.prop.artist (and (fb:phrase.prop.country fb:phrase.This_Was_Paris) (fb:phrase.prop.birthPlace fb:phrase.1950))),SELECT DISTINCT ?x2 WHERE { ?x1 dbo:country dbr:This_Was_Paris . ?x1 dbo:birthPlace dbr:1950 . ?x2 dbo:artist ?x1 }
226. How much is the area of UK ?,((reverse fb:phrase.prop.part) fb:phrase.uk),SELECT DISTINCT ?x1 WHERE { dbr:.uk dbo:part ?x1 }
226. How much is the area of UK ?,((reverse fb:phrase.prop.part) fb:phrase.UK),SELECT DISTINCT ?x1 WHERE { dbr:@UK dbo:part ?x1 }
226. How much is the area of UK ?,((reverse fb:phrase.prop.part) fb:phrase.Parkinsons_UK),SELECT DISTINCT ?x1 WHERE { dbr:Parkinson's_UK dbo:part ?x1 }
227. In which place did Abraham Lincoln die?,(fb:phrase.prop.place ((reverse fb:phrase.prop.deathCause) fb:phrase.Abraham_Lincoln)),SELECT DISTINCT ?x2 WHERE { dbr:Abraham_Lincoln dbo:deathCause ?x1 . ?x2 dbo:place ?x1 }
227. In which place did Abraham Lincoln die?,(fb:phrase.prop.place ((reverse fb:phrase.prop.flag) fb:phrase.Abraham_Lincoln)),SELECT DISTINCT ?x2 WHERE { dbr:Abraham_Lincoln dbo:flag ?x1 . ?x2 dbo:place ?x1 }
227. In which place did Abraham Lincoln die?,(fb:phrase.prop.place ((reverse fb:phrase.prop.voice) fb:phrase.Abraham_Lincoln)),SELECT DISTINCT ?x2 WHERE { dbr:Abraham_Lincoln dbo:voice ?x1 . ?x2 dbo:place ?x1 }
228. What other companies were founded by the founder of Facebook?,(fb:phrase.prop.party (fb:phrase.prop.foundedBy ((reverse fb:phrase.prop.founder) fb:phrase.Facebook))),SELECT DISTINCT ?x3 WHERE { dbr:Facebook dbo:founder ?x1 . ?x2 dbo:foundedBy ?x1 . ?x3 dbo:party ?x2 }
228. What other companies were founded by the founder of Facebook?,(fb:phrase.prop.party (fb:phrase.prop.foundedBy ((reverse fb:phrase.prop.founder) fb:phrase.Facebook_Paper))),SELECT DISTINCT ?x3 WHERE { dbr:Facebook_Paper dbo:founder ?x1 . ?x2 dbo:foundedBy ?x1 . ?x3 dbo:party ?x2 }
228. What other companies were founded by the founder of Facebook?,(fb:phrase.prop.party (fb:phrase.prop.foundedBy ((reverse fb:phrase.prop.founder) fb:phrase.Censorship_of_Facebook))),SELECT DISTINCT ?x3 WHERE { dbr:Censorship_of_Facebook dbo:founder ?x1 . ?x2 dbo:foundedBy ?x1 . ?x3 dbo:party ?x2 }
229. Does James Bond have a spouse?,((reverse fb:phrase.prop.spouse) fb:phrase.James_Bond),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond dbo:spouse ?x1 }
229. Does James Bond have a spouse?,((reverse fb:phrase.prop.partner) fb:phrase.James_Bond),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond dbo:partner ?x1 }
229. Does James Bond have a spouse?,((reverse fb:phrase.prop.spouse) fb:phrase.James_Bond_filmography),SELECT DISTINCT ?x1 WHERE { dbr:James_Bond_filmography dbo:spouse ?x1 }
230. What number of airlines are part of the Star Alliance ?,((reverse fb:phrase.prop.number) (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.role) fb:phrase.Star_Alliance))),SELECT DISTINCT ?x3 WHERE { dbr:Star_Alliance dbo:role ?x1 . ?x2 dbo:suborbitalFlights ?x1 . ?x2 dbo:number ?x3 }
230. What number of airlines are part of the Star Alliance ?,((reverse fb:phrase.prop.number) (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.role) fb:phrase.Star))),SELECT DISTINCT ?x3 WHERE { dbr:Star dbo:role ?x1 . ?x2 dbo:suborbitalFlights ?x1 . ?x2 dbo:number ?x3 }
230. What number of airlines are part of the Star Alliance ?,((reverse fb:phrase.prop.number) (fb:phrase.prop.suborbitalFlights ((reverse fb:phrase.prop.role) fb:phrase.Alliance))),SELECT DISTINCT ?x3 WHERE { dbr:Alliance dbo:role ?x1 . ?x2 dbo:suborbitalFlights ?x1 . ?x2 dbo:number ?x3 }
231. When did Latvia become part of the EU? ,(and fb:phrase.Latvia ((reverse fb:phrase.prop.role) fb:phrase.Eus)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Eus dbo:role dbr:Latvia . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
231. When did Latvia become part of the EU? ,(and fb:phrase.Latvia ((reverse fb:phrase.prop.role) fb:phrase.Eu)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Eus dbo:role dbr:Latvia . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
231. When did Latvia become part of the EU? ,(and fb:phrase.Latvia ((reverse fb:phrase.prop.role) fb:phrase.EUS)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:EUS dbo:role dbr:Latvia . FILTER (?x1 = dbr:Latvia) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
232. who broght  Captain America into existence?,(fb:phrase.prop.strength ((reverse fb:phrase.prop.time) fb:phrase.Captain_America_serial)),SELECT DISTINCT ?x2 WHERE { dbr:Captain_America_(serial) dbo:time ?x1 . ?x2 dbo:strength ?x1 }
232. who broght  Captain America into existence?,(fb:phrase.prop.strength ((reverse fb:phrase.prop.company) fb:phrase.Captain_America_serial)),SELECT DISTINCT ?x2 WHERE { dbr:Captain_America_(serial) dbo:company ?x1 . ?x2 dbo:strength ?x1 }
232. who broght  Captain America into existence?,(fb:phrase.prop.strength ((reverse fb:phrase.prop.product) fb:phrase.Captain_America_serial)),SELECT DISTINCT ?x2 WHERE { dbr:Captain_America_(serial) dbo:product ?x1 . ?x2 dbo:strength ?x1 }
233. Which year did Michael Jackson die ?,(fb:phrase.prop.year ((reverse fb:phrase.prop.deathCause) fb:phrase.The_Essential_Michael_Jackson)),SELECT DISTINCT ?x2 WHERE { dbr:The_Essential_Michael_Jackson dbo:deathCause ?x1 . ?x2 dbo:year ?x1 }
233. Which year did Michael Jackson die ?,(fb:phrase.prop.year ((reverse fb:phrase.prop.flag) fb:phrase.The_Essential_Michael_Jackson)),SELECT DISTINCT ?x2 WHERE { dbr:The_Essential_Michael_Jackson dbo:flag ?x1 . ?x2 dbo:year ?x1 }
233. Which year did Michael Jackson die ?,(fb:phrase.prop.year ((reverse fb:phrase.prop.voice) fb:phrase.The_Essential_Michael_Jackson)),SELECT DISTINCT ?x2 WHERE { dbr:The_Essential_Michael_Jackson dbo:voice ?x1 . ?x2 dbo:year ?x1 }
234. Which are the Frisian islands that Netherland owns?,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.subsidiary) fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Netherlands dbo:subsidiary dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
234. Which are the Frisian islands that Netherland owns?,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.owningCompany) fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Netherlands dbo:owningCompany dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
234. Which are the Frisian islands that Netherland owns?,(and fb:phrase.Frisian_Islands ((reverse fb:phrase.prop.owner) fb:phrase.Netherlands)),SELECT DISTINCT ?x1 ?x1name WHERE { dbr:Netherlands dbo:owner dbr:Frisian_Islands . FILTER (?x1 = dbr:Frisian_Islands) . ?x1 fb:type.object.type ?x2 . OPTIONAL { ?x1 fb:type.object.name ?x1name } }
235. Tell me the list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:Denmark }
235. Tell me the list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.1869_in_Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:1869_in_Denmark }
235. Tell me the list of all lakes in Denmark .,(fb:phrase.prop.lake fb:phrase.1786_in_Denmark),SELECT DISTINCT ?x1 WHERE { ?x1 dbo:lake dbr:1786_in_Denmark }
